policy/KLBefore,Evaluation/MinReturn,PolicyExecTime,policy/Entropy,TotalEnvSteps,Evaluation/MaxReturn,policy/LossAfter,ProcessExecTime,policy/LossBefore,Evaluation/AverageDiscountedReturn,Evaluation/StdReturn,policy/KL,policy/dLoss,Evaluation/NumTrajs,LinearFeatureBaseline/ExplainedVariance,Extras/EpisodeRewardMean,EnvExecTime,policy/Perplexity,Evaluation/Iteration,Evaluation/AverageReturn,Evaluation/CompletionRate
0.0,-22000.0,0.4234762191772461,2.860981696208004,1012,-42.53172039029403,1897.6542,0.02471780776977539,2092.9878,-4394.1703416379805,6334.716342039051,0.16934942,195.33362,92,-7.933034229523628e-09,-4394.1703416379805,0.31441426277160645,17.47867726818999,0,-4394.1703416379805,0.0
0.0,-11101.908639018577,0.24457883834838867,2.8610490037518526,2024,-48.146751917315385,-571.5701,0.023051977157592773,-551.45544,-472.62514922570296,1552.145953130458,0.0069517815,20.114685,92,-3.468911649025755,-527.1371096965725,0.21039509773254395,17.479853754619395,1,-472.62514922570296,0.0
0.0,-4447.942447759588,0.35824155807495117,2.8492204869688735,3036,-54.63173298675596,-71.482056,0.035721778869628906,-66.65993,-219.89077725514977,596.0389346528046,0.0066860667,4.8221283,92,-0.7201489834477592,-208.65725875158415,0.32370948791503906,17.274311040357915,2,-219.89077725514977,0.0
0.0,-3635.0953563643016,0.28703737258911133,2.8458440124752964,4048,-49.83336581610062,-5.9914427,0.026995182037353516,-3.5547347,-133.21920810219044,387.0739980309239,0.0071730274,2.436708,92,-0.007638185006937581,-148.82792953120423,0.24136853218078613,17.216083127586494,3,-133.21920810219046,0.0
0.0,-2079.016038093632,0.2772183418273926,2.843046527606225,5060,-52.82177383183362,-5.420297,0.027369022369384766,-3.8736298,-148.06664340602782,315.7513818708556,0.005613452,1.5466673,92,-0.4730193972330967,-143.0383610063589,0.24131107330322266,17.167988698616327,4,-148.06664340602782,0.0
0.0,-8038.352469296159,0.2599222660064697,2.8362921311450098,6072,-66.50420742646727,23.074581,0.0282135009765625,29.471989,-266.3935051816341,913.6109689878552,0.012772109,6.3974075,92,0.021569559515868253,-253.34728458948774,0.24458909034729004,17.052420034164538,5,-266.3935051816341,0.0
0.0,-140.4657047124437,0.2786118984222412,2.8354487362586465,7084,-64.56974507733871,-23.123928,0.02705240249633789,-23.051579,-89.20449024912088,9.110299065364067,0.00015404602,0.07234955,92,-9.417696124847224,-89.16601842390611,0.24391722679138184,17.03804417342347,6,-89.20449024912088,0.0
0.0,-4096.610725996219,0.24070072174072266,2.8341214025444663,8096,-63.58264885305075,29.066727,0.025592803955078125,33.252705,-134.96987605528642,417.0420357273536,0.019987965,4.185978,92,0.0020672197968241157,-130.8258348160874,0.23002982139587402,17.01544400526907,7,-134.96987605528642,0.0
0.0,-2072.8279502614823,0.27091455459594727,2.8313181277791504,9108,-70.55021170418694,-14.544365,0.025791406631469727,-13.458953,-141.81896309986877,296.20823490430445,0.0035393042,1.085412,92,-1.0726869713596106,-137.17204255474408,0.2328646183013916,16.96781183469187,8,-141.81896309986877,0.0
0.0,-157.57053277887147,0.26087403297424316,2.8310925630712696,10120,-69.09858979931097,-4.0054708,0.027431726455688477,-3.9534118,-90.76824974678276,9.56563353020569,0.00028868028,0.052058935,92,0.7419068477957118,-96.89283736688499,0.23429632186889648,16.963984926795906,9,-90.76824974678276,0.0
0.0,-261.8726703233746,0.2544994354248047,2.8309630141427866,11132,-74.23169619408417,0.6045311,0.02608966827392578,0.61663604,-92.96172073028319,18.81352405243554,0.00018137146,0.0121049285,92,0.8727531223888979,-92.71315920172887,0.23073935508728027,16.961787403072332,10,-92.96172073028319,0.0
0.0,-154.0322754161736,0.27253293991088867,2.831030562932312,12144,-73.37998127649965,-0.869465,0.024960994720458984,-0.8418524,-90.02034661538114,8.921309107395617,0.0002357825,0.027612567,92,0.9708166698483732,-90.16744277351815,0.22581148147583008,16.96293318997742,11,-90.02034661538113,0.0
0.0,-101.59005293919307,0.1942615509033203,2.831266018712945,13156,-73.18532714611224,-0.095864564,0.021594524383544922,-0.046818394,-89.43214698175917,6.285420413310645,0.0005124091,0.04904617,92,0.9814795038099899,-89.29327435597983,0.20773005485534668,16.966927680898024,12,-89.43214698175917,0.0
0.0,-516.1785799607153,0.24349594116210938,2.8308129593317686,14168,-70.50203165246035,-0.21046254,0.025300979614257812,-0.19993615,-92.20000945922297,44.93728334362876,9.215212e-05,0.010526389,92,0.7715222231756124,-91.71294627549013,0.23653459548950195,16.959242396219075,13,-92.200009459223,0.0
0.0,-107.70365914259101,0.24291777610778809,2.830788352272727,15180,-68.3342352830873,0.0308067,0.025069475173950195,0.0625552,-89.65040755396504,6.562654821299762,0.00026949146,0.031748503,92,0.9788256961093521,-89.82793970800763,0.22882866859436035,16.95882508427456,14,-89.65040755396504,0.0
0.0,-247.40445143430534,0.24769306182861328,2.8308865392632163,16192,-69.36685585043529,0.16803208,0.023871421813964844,0.20361567,-90.9790774499606,17.663069616158577,0.00044831532,0.035583586,92,0.9487466149357955,-90.69418231750691,0.22986149787902832,16.960490302021842,15,-90.9790774499606,0.0
0.0,-483.91262529426604,0.2534663677215576,2.8306756905416255,17204,-65.16013606264741,-0.5400901,0.02409219741821289,-0.5160511,-91.9357131996771,41.641722275497564,0.00029815768,0.02403897,92,0.7969026320919598,-91.75533828537735,0.22179937362670898,16.956914581305426,16,-91.9357131996771,0.0
0.0,-99.439042948831,0.23708677291870117,2.8310812245244565,18216,-70.51791461677138,-0.17740788,0.024388790130615234,-0.10452891,-88.04529256992903,6.585411742315733,0.00091056013,0.072878964,92,0.9778482338153623,-88.14140570466967,0.22375106811523438,16.96379258094914,17,-88.04529256992903,0.0
0.0,-111.60783720859615,0.26128625869750977,2.83136372321208,19228,-64.11530362263957,-0.26181063,0.024737119674682617,-0.18909615,-87.35818861803395,7.302323536897051,0.001049827,0.07271448,92,0.9760856941969992,-87.53299733006043,0.22103428840637207,16.96858550705617,18,-87.35818861803394,0.0
0.0,-322.70992128929845,0.2148144245147705,2.8311468433485674,20240,-67.12350320932313,-0.44995368,0.023354053497314453,-0.40515968,-90.17705818179776,28.802296206867908,0.00066098874,0.044793993,92,0.8793088769152084,-89.90094065275537,0.2140488624572754,16.964905761593165,19,-90.17705818179776,0.0
0.0,-299.161757700001,0.2334911823272705,2.8310025784337944,21252,-69.82976130027656,-0.18244271,0.02481532096862793,-0.15683489,-88.61698174377146,23.495166509887635,0.00040213118,0.025607824,92,0.9046869407272851,-88.50208561223458,0.22850418090820312,16.96245849744076,20,-88.61698174377146,0.0
0.0,-1226.8211239953664,0.2671971321105957,2.82925451225914,22264,-63.21055324227265,0.25775224,0.027370452880859375,0.34393084,-97.69129489464804,118.64096274798267,0.00072895165,0.0861786,92,0.3430171948404547,-96.87191620239753,0.23143911361694336,16.932832898799848,21,-97.69129489464805,0.0
0.0,-113.10226739823588,0.23915576934814453,2.829222185338439,23276,-71.98042927430369,-1.4915032,0.023605823516845703,-1.441926,-86.41184405122667,7.681090641940946,0.000624604,0.049577236,92,0.9403215283386962,-86.17260908050953,0.22450923919677734,16.932285521301043,22,-86.41184405122667,0.0
0.0,-451.67779688541475,0.24027776718139648,2.8287015771677373,24288,-67.01103793410977,0.51549596,0.02444624900817871,0.54300857,-93.13666337473366,44.41617331530758,0.00041132426,0.02751261,92,0.7687710711022507,-92.34304387619146,0.22168517112731934,16.923472729314806,23,-93.13666337473366,0.0
0.0,-5626.338523268692,0.2638564109802246,2.8247514204545454,25300,-67.95652364172574,23.652058,0.025668621063232422,27.067299,-169.57139637797488,608.3723945446799,0.038407374,3.4152412,92,0.013013467367580245,-163.26765448415796,0.23675060272216797,16.856754220939283,24,-169.57139637797488,0.0
0.0,-4082.4980267719275,0.30289149284362793,2.820633356750247,26312,-62.51224408107448,23.715597,0.029277801513671875,24.90969,-132.7408225916775,414.33534424737013,0.0053229337,1.1940937,92,-0.1016576411371235,-130.49034031693157,0.25485992431640625,16.7874797694109,25,-132.7408225916775,0.0
0.0,-117.37925657288385,0.2837717533111572,2.8173051313920454,27324,-61.60645484364069,-17.79296,0.026096820831298828,-17.494972,-88.62124480023466,7.701460490547556,0.0037334752,0.29798698,92,-55.92903518018477,-88.33037261052814,0.23491406440734863,16.73170012863913,26,-88.62124480023466,0.0
0.0,-2138.7634539581927,0.23933935165405273,2.8132690912178853,28336,-66.52260446472782,8.197888,0.02508258819580078,8.549237,-118.51403804832485,227.9259538803556,0.009360442,0.35134888,92,0.0664800008594505,-116.24939830662386,0.2185351848602295,16.664306408104544,27,-118.51403804832485,0.0
0.0,-2082.076868020398,0.23500418663024902,2.8105012795670703,29348,-71.16168311732096,0.7606677,0.02416062355041504,1.2096407,-110.33334318002862,206.77368818886137,0.0067614713,0.44897306,92,0.05909119785829564,-108.63921231137574,0.21396279335021973,16.61824651862936,28,-110.33334318002862,0.0
0.0,-101.40765771323174,0.29916954040527344,2.8099743990087696,30360,-76.4215727448063,-1.8743619,0.030992984771728516,-1.8216484,-90.14853811383496,5.285845893866462,0.00096563005,0.052713513,92,0.9273976487534769,-89.92202686396385,0.27814173698425293,16.609492993859156,29,-90.14853811383496,0.0
0.0,-101.89555320739008,0.2434988021850586,2.8101888664155137,31372,-73.18048314014118,-0.17449425,0.025349855422973633,-0.086534195,-89.6511964440415,5.637571294888325,0.0019209611,0.08796006,92,0.9828369454331621,-89.62359978989849,0.22949957847595215,16.613055570763542,30,-89.6511964440415,0.0
0.0,-100.91654982039898,0.26503658294677734,2.8103032168663535,32384,-70.63448525207937,-0.75001395,0.026537418365478516,-0.64018035,-87.86113809321267,6.45255341645975,0.0025348912,0.1098336,92,0.9750661286359967,-88.16142082134056,0.23341751098632812,16.614955389778398,31,-87.86113809321267,0.0
0.0,-4102.41111622788,0.2583198547363281,2.816368615674407,33396,-59.67615872313411,32.668858,0.025572776794433594,34.088684,-152.11853146609138,461.9345802878062,0.0075764684,1.4198265,92,0.007984481145446143,-146.91406910053428,0.2345435619354248,16.716037963562457,32,-152.11853146609138,0.0
0.0,-102.12848215745407,0.2362837791442871,2.804955041455657,34408,-69.09329412534939,-19.676584,0.024646520614624023,-19.13172,-88.37710228106614,6.412574698011917,0.004949945,0.54486465,92,-125.85996244886202,-88.35188061587944,0.22507715225219727,16.526332889490273,33,-88.37710228106614,0.0
0.0,-99.75980246541627,0.24466896057128906,2.7994992704730732,35420,-74.07444256693793,-0.2750516,0.02581477165222168,-0.15747553,-88.03955730967253,6.515015597947161,0.006322226,0.11757606,92,0.9771134373685197,-87.88796940196272,0.22666549682617188,16.436414512138455,34,-88.03955730967253,0.0
0.0,-104.00759415058022,0.2906641960144043,2.7996365392632163,36432,-70.42254219036224,-0.090611756,0.026703834533691406,0.006187533,-87.81389437374197,6.3995956446355065,0.002555611,0.09679929,92,0.9778879921903203,-87.8927193604655,0.22155165672302246,16.438670873733294,35,-87.81389437374197,0.0
0.0,-100.55753236269923,0.24796199798583984,2.79986186272542,37444,-67.88723222503265,-0.10239458,0.026726245880126953,0.02436164,-87.76725962216896,6.095661441349676,0.0034675328,0.12675622,92,0.9784729700287537,-87.8677944512329,0.22299790382385254,16.442375309301042,36,-87.76725962216896,0.0
0.0,-2077.361695501622,0.23345708847045898,2.798948747838439,38456,-50.31366666801515,15.8510895,0.023932456970214844,17.581493,-129.14444636288462,290.1116890385731,0.026853753,1.7304039,92,0.017347896423908216,-125.58705440153034,0.21976590156555176,16.427368384194857,37,-129.14444636288462,0.0
0.0,-100.52903256448383,0.23836398124694824,2.79699321038167,39468,-69.45131518998491,-13.851038,0.025763988494873047,-13.58397,-88.15952032538215,6.150063201951379,0.004207755,0.2670679,92,-15.882735532321444,-87.8287071117475,0.22542572021484375,16.39527543970823,38,-88.15952032538216,0.0
